artist_name,event_location,event_title,event_day,event_start_time,event_summary,source_url
Lucy Lost-It,Out & About,Balloon Modelling,Saturday,15:00,Find Lucy Lost-It making fantastic balloon models around the family area,https://www.greenbelt.org.uk/artists/lucy-lost-it/?back=1
Loving Earth Project,Studio,Loving Earth Textile Art,Friday,14:00,"Make a textile art panel about your future hopes for something/ somewhere/ someone you love, and yoru action to help. Part of the Quaker Arts Network’s Loving Earth Project. Materials provided, no special skills needed.",https://www.greenbelt.org.uk/artists/loving-earth-project/?back=1
Loving Earth Project,Studio,Loving Earth Textile Art,Saturday,10:00,"Make a textile art panel about your future hopes for something/ somewhere/ someone you love, and your action to help. Part of the Quaker Arts Network’s Loving Earth Project. Materials provided, no special skills needed.",https://www.greenbelt.org.uk/artists/loving-earth-project/?back=1
Lorna Rose Designs,Workshop,Suminagashi Marbling,Friday,10:00,"Create beautiful, swirly patterns using the ancient Japanese practice of Suminagashi, which translates as 'floating black ink'. This meditative artform is achieved through floating ink pigments on a water surface and creating patterns before developing the print.",https://www.greenbelt.org.uk/artists/lorna-aindow/?back=1
Lorna Rose Designs,Make & Create,Suminagashi Marbling,Saturday,11:00,"Create beautiful, swirly patterns using the ancient Japanese practice of Suminagashi, which translates as 'floating black ink'. This meditative artform is achieved through floating ink pigments on a water surface and creating patterns before developing the print.",https://www.greenbelt.org.uk/artists/lorna-aindow/?back=1
Lorna Rose Designs,Workshop,Suminagashi Marbling,Sunday,11:30,"Create beautiful, swirly patterns using the ancient Japanese practice of Suminagashi, which translates as 'floating black ink'. This meditative artform is achieved through floating ink pigments on a water surface and creating patterns before developing the print.",https://www.greenbelt.org.uk/artists/lorna-aindow/?back=1
London Afrobeat Collective,Glade,London Afrobeat Collective,Saturday,15:15,"Fusing Fela and Funkadelic, this hot transcontinental collective is the quintessence of summer. Their latest release is entitled Esengo, meaning joy in Lingala. And if Greenbelt isn’t about joy, we might as well all pack up and go home, right?",https://www.greenbelt.org.uk/artists/london-afrobeat-collective/?back=1
Lorna Hackett,Pagoda,The Power in the People,Sunday,13:00,"Veteran barrister Michael Mansfield KC tells Lorna Hackett how in 50 years of fighting injustice, he has proven the power of people’s passion, perseverance, collectivity and courage to make lasting and positive change.",https://www.greenbelt.org.uk/artists/lorna-hackett/?back=1
Liza B and BAKER,Hot House,DJ set,Saturday,22:30,"Greenbelt siblings Liza B and BAKER will have you dancing into the small hours. Recently warming up for Judge Jules, Liza B plays a fusion of killer House and D&B, while master technician BAKER mixes four decks at a time with banging Garage, Jungle and DnB. Joined for a special guest DJ set by Guvna B, who invites you to celebrate freedom and acceptance with a mix of House, Gospel, Afrobeat, and Disco classics.",https://www.greenbelt.org.uk/artists/liza-b-and-baker/?back=1
Liza B and BAKER,Hot House,DJ Set,Sunday,22:30,"Greenbelt siblings Liza B and BAKER will have you dancing into the small hours. Recently warming up for Judge Jules, Liza B plays a fusion of killer House and D&B, while master technician BAKER mixes four decks at a time with banging Garage, Jungle and DnB. On Sunday, their special guest DJ is none-other than international beatbox star and former world looping champion,  SK Shlomo, with a party disco set  to bring the house down.",https://www.greenbelt.org.uk/artists/liza-b-and-baker/?back=1
Lois,Canopy,Lois,Friday,18:45,"“I put my heart on a plate for you”: Leeds-based Lois delivers intimate, confessional pop-soul; songs of love, longing, and heartache, drenched in summer vibes. Her blend of styles takes inspiration from the likes of HAIM and The Japanese House.",https://www.greenbelt.org.uk/artists/lois/?back=1
Lleuwen Steffan,Canopy,Lleuwen Steffan,Friday,13:45,"Tafod Arian is a project by musician Lleuwen Steffan which reintroduces lost hymns of Wales – sidelined perhaps on account of their informal lyrics, or since they often delve into addiction, mental illness, and the dark side of the psyche.",https://www.greenbelt.org.uk/artists/lleuwen-steffan/?back=1
Lleuwen Steffan,Shelter,The Lost Welsh Folk Hymns,Saturday,14:30,"Tafod Arian is a project by musician Lleuwen Steffan which reintroduces lost hymns of Wales – sidelined perhaps on account of their informal lyrics, or since they often delve into addiction, mental illness, and the dark side of the psyche. Here, Lleuwen presents them as radical devotion.",https://www.greenbelt.org.uk/artists/lleuwen-steffan/?back=1
Liz Slade,Shelter,The Religion We Need Next,Friday,18:30,"Has religion had its day or did we – or it – just lose our way? If it’s true that the climate crisis is a spiritual crisis, could finding our religion find us a way through?  Liz Slade from the Hard Art Collective curates this conversation designed to explore the shapes of the religion of the future. Where do you see the ingredients of the religion you need? Where is the future already coming into being?  (At the eleventh hour Brian Eno wasn’t able to join us for this session but he’s planning to be with us next year to see if we could bring our discoveries from this session into being.)",https://www.greenbelt.org.uk/artists/liz-slade/?back=1
Liv Wynter,Rebel Rouser,Artists in Revolution,Saturday,11:15,What is the role of the artist in the revolution? Join artist Liv Wynter in conversation with Emilia (The Menstrual Cramps) as they discuss what makes an artist revolutionary in todays political climate.,https://www.greenbelt.org.uk/artists/liv-wynter/?back=1
Liz Taylor,Hot House,Zero to Hero?,Friday,18:30,"Zero waste. Zero Carbon. Net Zero. What does it all really mean? Motivating phrases or unrealistic goals? Join us for a real conversation with experts and business leaders; for a jargon-busting, myth-blasting workshop on what sustainable business looks like. Share your ideas and examples of excellent practice.  Chaired by Catherine Pearson from GoodMakers Society, with guest entrepreneurs, including Jesse Dugdale from Lemon and Jinja.",https://www.greenbelt.org.uk/artists/liz-taylor/?back=1
Lisa-Raine Hunt,Residency,Cotton: Material as Political,Saturday,14:00,"Bharti Parmar will be speaking about cotton as an agent of social change and the role of homespun cloth in Indian Independence. The illustrated talk will outline themes of her major exhibition 'Khadi' for the British Textile Biennial in 2021 including a film made with award-winning filmmaker Sima Gonsai incorporating archival fragments of Gandhi's visit to Lancashire in 1931. Bharti located the granddaughter of one of the women featured in the crowd with Gandhi and interviewed her in her film. Drawings from this series of works were recently exhibited in Entangled Pasts at the Royal Academy of Arts London. Her walk across the Cotton Famine Road in Rochdale is discussed in Corinne Fowler's chapter on cotton in her new book Our Island Stories, Country Walks through Colonial Britain published by Penguin May 2024.  With Bharti Parmar, hosted by Lisa-Raine Hunt",https://www.greenbelt.org.uk/artists/lisa-raine-hunt-2/?back=1
Lisa Adjei,No Fly Zone,Church Reparations For Slavery? Dream on!,Friday,17:00,"In 2023/24 pilgrimages of church leaders in Jamaica and the UK met to advance conversations about reparations for the wrongs of slavery. Hear from these leaders as we explore how to face the past and forge a new future.  With Robert Beckford, Rt Rev Sally Foster-Fulton – the former Moderator of the General Assembly of the Church of Scotland, Dario Solano from Red Afros in Dominican Republic (joining remotely) and Lisa Adjei from Christian Aid",https://www.greenbelt.org.uk/artists/lisa-adjei/?back=1
Laura Jessie Cook,Hot House,Choose Hope: Shifting The Narrative For Climate Justice,Sunday,17:30,"Communications on the climate crisis have been complex, distracted, politicised, misinformed and disinformed by politicians, businesses, fossil fuel lobbyists, and ‘men in suits’ with vested interest in continuing to fund what is harming us. Project Dandelion, a women-led global climate justice campaign, is on a mission to bring more people into the climate justice movement. The goal is to unite and shift efforts on climate justice from a single voice to a platform of hope, symbolised by the Dandelion, which will never stop spreading until our collective voice is heard and the transformation we need to see happens.  As much as we are amid a climate and nature emergency, we are also on the cusp of a cleaner, healthier, better world – we need to get moving!  Join Laura in the Hot House as we discuss what is needed to shift the global narrative from one of fear to one of hope.",https://www.greenbelt.org.uk/artists/laura-jessie-cook/?back=1
Leyla McCalla,Glade,Leyla McCalla,Saturday,16:45,"Born to Haitian emigrants and activists, Leyla’s mission is to “tell the stories that need to be told”. Opening a box of afro-diasporic delights, her music encompasses Afrobeat, Ethiopian modalities, Brazilian Tropicália, and American folk/blues.",https://www.greenbelt.org.uk/artists/leyla-mccalla/?back=1
Leyla McCalla,Canopy,The Rising with Martyn Joseph,Saturday,14:30,"Festival favourite and troubadour Martyn Joseph gathers together some of the best singer-songwriters at the festival, digging into their creative mindset and craft. Expect collaborations, informal jamming and rare candour.",https://www.greenbelt.org.uk/artists/leyla-mccalla/?back=1
Leyla McCalla,Hot House,‘I Can Hear Her Breathing…’,Saturday,18:30,"‘Another world is not only possible, she is on her way,’ wrote Arundhati Roy. ‘On a quiet day, I can hear her breathing.’ But what is it we can hear? Greenbelt contributors tell us about the world they can hear on a quiet day… from where they are standing.  Hosted by Grace Pengelly Becket",https://www.greenbelt.org.uk/artists/leyla-mccalla/?back=1
Laugh Out Proud,Playhouse,Laugh Out Proud,Saturday,20:30,"London's fun and friendly LGBTQIA+ comedy night comes to Greenbelt, featuring the stand-up delights of Mark Cram, Dane Buckley and headlined by the comedy great that is Bethany Black!",https://www.greenbelt.org.uk/artists/laugh-out-proud/?back=1
Lady Unchained,Pagoda,Criminal (In)Justice 101,Friday,12:30,"The criminalisation of activities and people impacts every part of society – with poverty, exclusion, healthcare, education, and every form of ‘othering’ linking directly to the criminal justice system. Hosted by Dr Shona Minson, a BBC New Generation Thinker, Oxford activist academic, criminologist and former lawyer, this panel explores some of the most unjust things happening in the name of justice in the UK.",https://www.greenbelt.org.uk/artists/lady-unchained/?back=1
Lady Unchained,Rebel Rouser,Behind Bars,Friday,14:15,"“My life ended and began with a prison sentence.” So says Lady Unchained, an award-winning broadcaster, poet and mentor who uses her writing and workshopping to help others with lived experience of the criminal justice system find their voice, challenging the ex-offender stigma wherever she goes.",https://www.greenbelt.org.uk/artists/lady-unchained/?back=1
Knitting Circle,Rebel Rouser,Knitting Circle,Sunday,18:45,"Cute name belies socially conscious vibes and urgent, angular post-punk sounds. Championing safe gigs for women, latest single Dance for Peace declares “there’s room up front for everyone”, which is 100% a Greenbelt motto if ever we heard one.",https://www.greenbelt.org.uk/artists/knitting-circle/?back=1
Lady Nade,Canopy,Lady Nade,Saturday,17:00,"Diaphanous sounds that float towards you on the breeze, and burrow into your brain. With an assured voice somehow melding Nina Simone and k.d. lang, she won Song of the Year at the UK Americana Awards in 2022, and has co-written with Boo Hewerdine.",https://www.greenbelt.org.uk/artists/lady-nade/?back=1
Kirsty Taylor,Living Room,News Review,Sunday,12:00,"Cole Moreton, with guest artist Kirsty Taylor  How do the headlines look if you have experience of living with poverty? Set the agenda and join a panel of people who understand the challenges of life in Britain today.   Lead by Cole Morton and featuring Kirsty Taylor",https://www.greenbelt.org.uk/artists/kirsty-taylor/?back=1
Kirsty Taylor,Living Room,"Art, Activism, and Unity",Sunday,14:00,"Kirsty will host a conversation exploring the role of working-class artists in shaping society, drawing upon experiences of creating politically charged work, engaging in activism, and provoking questions about how different classes can unite for a better society.",https://www.greenbelt.org.uk/artists/kirsty-taylor/?back=1
Kirsty Taylor,Out & About,Caravan of Love: Poetry Pop-up,Sunday,17:45,"This year, the Caravan of Love hosts lunch- and tea-time poetry pop-ups each day with great poets on festival bill. Keep your eyes on their chalkboard for fuller details about which poets will be appearing.",https://www.greenbelt.org.uk/artists/kirsty-taylor/?back=1
Khadeja Ibrahim,No Fly Zone,Solidarity Not Charity In The Age Of Nakba,Friday,20:00,"From the demos to the University encampments, young adults are leading the way in rethinking action for Palestine. Join a panel of young adult Christians as we dream about where this activism goes next.  With William Gibson from the Student Christian Movement, Georgia Mifsud from University of Amsterdam and Bella Cross from Christian Aid.",https://www.greenbelt.org.uk/artists/khadeja-ibrahim/?back=1
Kester Brewin,Pagoda,A 500-year history of AI,Friday,11:00,"AI is both stunningly new, and rooted in ancient desires. As we finally welcome this long-gestating technology amongst us, what can we learn from the myths and monsters of the past about how to thrive alongside it?",https://www.greenbelt.org.uk/artists/kester-brewin-2/?back=1
Kester Brewin,Pagoda,AI and Earthly Futures,Sunday,14:30,"What is the narrative of our destiny and who do we think controls it? A panel conversation drawing together the various strands of AI thinking from across the weekend. With Professor in Digital Religion Beth Singler, writer of God-like Kester Brewin, Oxford Professor in post-digital learning Maggi Savin-Baden, and chaired by the William Temple Foundation's Chris Baker.",https://www.greenbelt.org.uk/artists/kester-brewin-2/?back=1
Katie Taylor,Workshop,Polymer Flowers,Friday,12:30,"Learn how to create stunning polymer clay art featuring pressed wildflowers. Choosing from a range of shapes, colours and flowers, create a pair of earrings, a necklace pendant or keyring – for yourself or as a gift!  All materials are provided.",https://www.greenbelt.org.uk/artists/katie-taylor/?back=1
Katie Taylor,Make & Create,Polymer Flowers,Saturday,15:00,"Learn how to create stunning polymer clay art featuring pressed wildflowers. Choosing from a range of shapes, colours and flowers, create a pair of earrings, a necklace pendant or keyring – for yourself or as a gift!  All materials are provided.",https://www.greenbelt.org.uk/artists/katie-taylor/?back=1
Kate Raworth,Hot House,‘I Can Hear Her Breathing…’,Saturday,18:30,"‘Another world is not only possible, she is on her way,’ wrote Arundhati Roy. ‘On a quiet day, I can hear her breathing.’ But what is it we can hear? Greenbelt contributors tell us about the world they can hear on a quiet day… from where they are standing.  Hosted by Grace Pengelly Becket",https://www.greenbelt.org.uk/artists/kate-raworth/?back=1
Kate Raworth,Hot House,We Need to Talk about Growth,Saturday,14:00,"Kate Raworth, author of Doughnut Economics, digs into our culture’s addiction to endless economic growth and invites us to explore what it would take – for people, politics and planet – to learn to thrive instead.",https://www.greenbelt.org.uk/artists/kate-raworth/?back=1
Katherine Priddy,Canopy,Katherine Priddy,Saturday,18:15,"Don’t be fooled by the delicate delivery and fluid guitar lines; Katherine’s songs meditate powerfully on home, love and memory, and deserve repeat listens. She’s supported the likes of Guy Garvey and appeared on a recent Nick Drake cover album.",https://www.greenbelt.org.uk/artists/katherine-priddy/?back=1
Katherine Priddy,Canopy,The Rising with Martyn Joseph,Saturday,14:30,"Festival favourite and troubadour Martyn Joseph gathers together some of the best singer-songwriters at the festival, digging into their creative mindset and craft. Expect collaborations, informal jamming and rare candour.",https://www.greenbelt.org.uk/artists/katherine-priddy/?back=1
Kate Genever,Arts Around Site,Exhibition: Performance Wear,Friday,13:00,"13.00 – 17.00 PERFORMANCE WEAR  The Tapestry Suite, Boughton House. Access via the ‘Art Walk’, leaving from the top of the Orchard.  A collection of clothes, shoes and costumes (and artwork about these things) that speak about their wearers’ ideas, values and identities. The exhibition is about fitting in and standing out, being alone and being together; and about Northampton’s place in the world. It is about how we can sometimes become ourselves by performing something other than ourselves.  VESTRY Holly Slingsby  ‘Vestry‘ comprises costumes and props from the artist’s performance works of the last fifteen years. Piled up together they form a richly layered and textured array that suggests a range of guises available for a ritual celebrant or participant to inhabit.  MADE IN NORTHAMPTON Georgina Barney x Academy (Fermynwoods Contemporary Art)  Georgina has worked with students from the CE Academy from across Northamptonshire in partnership with Fermynwoods Contemporary Art to dye woollen socks using plants foraged from the estate. These are exhibited alongside shoes from Northampton, ‘the capital of shoe-making’.  THINGS TO COPE IN Kate Genever  Kate wears her capes at art events and also for social occasions. Ultimately they are protest banners, they are political, they are pleas, they make Kate feel stronger and able to continue. Her ambition is that they also make people notice, reflect and feel empowered.  PRINT Georgina Barney x Buccleuch  Georgina has dyed fabric using nettles from the Estate to fashion a cushion — an homage to the late Duke who valued nettles for their environmental benefits, instructing staff not to cut them. On the cushion sits a nineteenth century ‘lawn slipper’ from Boughton’s archive; a protective leather horseshoe which served to protect the perfectly cut formal lawns as the horse pulled an early form of the lawnmower. These two objects, then, represent contrasting perspectives towards Boughton’s landscape.  SIZE 3 1/2 Inge Tong  This ink drawing evolved from watching her daughter walking with pointed heels for the first time.  THE WAVES AND SHE I & WOMAN IN LA VENARIA REALE III Güler Ates  Güler Ates works with video, photography, printmaking and performance. At the heart of her work lies an exploration into the experience of cultural displacement. Manifestations of Ates’s work are realised through performance and site-responsive activities that merge Eastern and Western sensibilities.  BLACK GUM Christian Thompson  In the series ‘Australian Graffiti‘, Christian Thompson photographs himself wearing sculptural wreaths and headpieces that are made entirely of Australian native flowers, playing with the double-hinged designation ‘Australian Native’. This term once encompassed both Indigenous people and the flora and fauna of Australia, and Thompson’s work speaks to the history of referring to Indigenous people under the Commonwealth’s Flora and Fauna Act.",https://www.greenbelt.org.uk/artists/kate-genever/?back=1
Kate Genever,Residency,Togethering: A Loaves and Fishes Lunch,Saturday,12:00,A lunch for artists and creative thinkers with conversation about artful leadership and community art practice. Loaves and chocolate fishes provided... along with cheeses and pickles. Please bring anything you are able to share.  With Kate Genever and Georgina Barney.  Followed by walking to view Kate’s work in the Performance Wear exhibition. Feel free to attend one event or both.,https://www.greenbelt.org.uk/artists/kate-genever/?back=1
Kate Genever,Arts Around Site,Walk and Talk,Saturday,13:00,"Kate and Georgina lead a walk to see Kate’s work ’Things to Cope In’. Hear how her hand-made capes – emblazoned with texts of solidarity, strength and community – have emerged from her work with resilient, marginalised communities.",https://www.greenbelt.org.uk/artists/kate-genever/?back=1
Kate Genever,Arts Around Site,Exhibition: Performance Wear,Saturday,13:00,"13.00 – 17.00 PERFORMANCE WEAR  The Tapestry Suite, Boughton House. Access via the ‘Art Walk’, leaving from the top of the Orchard.  A collection of clothes, shoes and costumes (and artwork about these things) that speak about their wearers’ ideas, values and identities. The exhibition is about fitting in and standing out, being alone and being together; and about Northampton’s place in the world. It is about how we can sometimes become ourselves by performing something other than ourselves.  VESTRY Holly Slingsby  ‘Vestry‘ comprises costumes and props from the artist’s performance works of the last fifteen years. Piled up together they form a richly layered and textured array that suggests a range of guises available for a ritual celebrant or participant to inhabit.  MADE IN NORTHAMPTON Georgina Barney x Academy (Fermynwoods Contemporary Art)  Georgina has worked with students from the CE Academy from across Northamptonshire in partnership with Fermynwoods Contemporary Art to dye woollen socks using plants foraged from the estate. These are exhibited alongside shoes from Northampton, ‘the capital of shoe-making’.  THINGS TO COPE IN Kate Genever  Kate wears her capes at art events and also for social occasions. Ultimately they are protest banners, they are political, they are pleas, they make Kate feel stronger and able to continue. Her ambition is that they also make people notice, reflect and feel empowered.  PRINT Georgina Barney x Buccleuch  Georgina has dyed fabric using nettles from the Estate to fashion a cushion — an homage to the late Duke who valued nettles for their environmental benefits, instructing staff not to cut them. On the cushion sits a nineteenth century ‘lawn slipper’ from Boughton’s archive; a protective leather horseshoe which served to protect the perfectly cut formal lawns as the horse pulled an early form of the lawnmower. These two objects, then, represent contrasting perspectives towards Boughton’s landscape.  SIZE 3 1/2 Inge Tong  This ink drawing evolved from watching her daughter walking with pointed heels for the first time.  THE WAVES AND SHE I & WOMAN IN LA VENARIA REALE III Güler Ates  Güler Ates works with video, photography, printmaking and performance. At the heart of her work lies an exploration into the experience of cultural displacement. Manifestations of Ates’s work are realised through performance and site-responsive activities that merge Eastern and Western sensibilities.  BLACK GUM Christian Thompson  In the series ‘Australian Graffiti‘, Christian Thompson photographs himself wearing sculptural wreaths and headpieces that are made entirely of Australian native flowers, playing with the double-hinged designation ‘Australian Native’. This term once encompassed both Indigenous people and the flora and fauna of Australia, and Thompson’s work speaks to the history of referring to Indigenous people under the Commonwealth’s Flora and Fauna Act.",https://www.greenbelt.org.uk/artists/kate-genever/?back=1
Kate Genever,Arts Around Site,Exhibition: Performance Wear,Sunday,13:00,"13.00 – 17.00 PERFORMANCE WEAR  The Tapestry Suite, Boughton House. Access via the ‘Art Walk’, leaving from the top of the Orchard.  A collection of clothes, shoes and costumes (and artwork about these things) that speak about their wearers’ ideas, values and identities. The exhibition is about fitting in and standing out, being alone and being together; and about Northampton’s place in the world. It is about how we can sometimes become ourselves by performing something other than ourselves.  VESTRY Holly Slingsby  ‘Vestry‘ comprises costumes and props from the artist’s performance works of the last fifteen years. Piled up together they form a richly layered and textured array that suggests a range of guises available for a ritual celebrant or participant to inhabit.  MADE IN NORTHAMPTON Georgina Barney x Academy (Fermynwoods Contemporary Art)  Georgina has worked with students from the CE Academy from across Northamptonshire in partnership with Fermynwoods Contemporary Art to dye woollen socks using plants foraged from the estate. These are exhibited alongside shoes from Northampton, ‘the capital of shoe-making’.  THINGS TO COPE IN Kate Genever  Kate wears her capes at art events and also for social occasions. Ultimately they are protest banners, they are political, they are pleas, they make Kate feel stronger and able to continue. Her ambition is that they also make people notice, reflect and feel empowered.  PRINT Georgina Barney x Buccleuch  Georgina has dyed fabric using nettles from the Estate to fashion a cushion — an homage to the late Duke who valued nettles for their environmental benefits, instructing staff not to cut them. On the cushion sits a nineteenth century ‘lawn slipper’ from Boughton’s archive; a protective leather horseshoe which served to protect the perfectly cut formal lawns as the horse pulled an early form of the lawnmower. These two objects, then, represent contrasting perspectives towards Boughton’s landscape.  SIZE 3 1/2 Inge Tong  This ink drawing evolved from watching her daughter walking with pointed heels for the first time.  THE WAVES AND SHE I & WOMAN IN LA VENARIA REALE III Güler Ates  Güler Ates works with video, photography, printmaking and performance. At the heart of her work lies an exploration into the experience of cultural displacement. Manifestations of Ates’s work are realised through performance and site-responsive activities that merge Eastern and Western sensibilities.  BLACK GUM Christian Thompson  In the series ‘Australian Graffiti‘, Christian Thompson photographs himself wearing sculptural wreaths and headpieces that are made entirely of Australian native flowers, playing with the double-hinged designation ‘Australian Native’. This term once encompassed both Indigenous people and the flora and fauna of Australia, and Thompson’s work speaks to the history of referring to Indigenous people under the Commonwealth’s Flora and Fauna Act.",https://www.greenbelt.org.uk/artists/kate-genever/?back=1
Kate Bottley,Pagoda,Have a Little Faith,Saturday,17:30,"We all need something to believe in – but faith is not all-or-nothing, says vicar and presenter Kate Bottley. She talks about the surprising truth of what faith means to her and why in the end it’s the key to happiness.   Kate will be in conversation with Cole Moreton.",https://www.greenbelt.org.uk/artists/kate-bottley/?back=1
Kamran Shezad,No Fly Zone,Faith For The Climate? Dream on!,Sunday,16:30,"85% of the world’s people identify with a religion, so how can religious communities around the world be a more powerful force for action on climate? We’ll be joined by faith leaders in the UK and globally to find out.  With Rev Dr Rachel Mash from the Anglican Church of Southern Africa (joining remotely), Kamran Shezad from the Multi-Faith Advisory Council to the United Nations Interagency Task Force on Religion and Sustainable Development (UN IATF), and Shanon Shah and Canon Giles Goodard from Faith for the Climate.",https://www.greenbelt.org.uk/artists/kamran-shezad/?back=1
JustMoney Movement,Living Room,Banking On It,Saturday,17:00,"Around 1 million people in the UK don’t have a bank account. Join the JustMoney Movement as they share how communities are organising to meet this need, what the role of credit union is, and what changes are needed to create a fairer banking sector.",https://www.greenbelt.org.uk/artists/justmoney-movement/?back=1
JustMoney Movement,Hot House,Greening our money,Saturday,09:30,"The UK’s big 4 banks are still pumping billions into fossil fuels, driving climate chaos. What role can each of us play in creating a greener finance sector? Switching, engaging, collective disruption – come and learn and be inspired to act.",https://www.greenbelt.org.uk/artists/justmoney-movement/?back=1
Julie Siddiqi,Living Room,"If You’re Not At The Table, You’re On The Menu",Saturday,12:30,"Many of our government-funded systems are failing the most vulnerable and disadvantaged.  At the same time, we are side-lining our greatest asset; local people. We have a stark choice – to keep pouring money into policies we know aren’t working, or to invest in new and better ways that really improve people’s lives. We need a radical reset: one that empowers local charities, grassroots movements and faith groups, in a more imaginative, less bureaucratic, more collaborative approach to community development. A Manifesto for Hope sets out ten tried-and-tested practical principles for how to develop joined-up, cost-effective, community-empowering work, each gleaned form the hard-won experience that has sat at the heart of Steve Chalke’s work over the last four decades. It culminates in a call for a new social covenant, one that will transform the life chances of countless young people and families.  It’s time to reimagine. Lets explore practical ways that bring us off the menu and at the table.  Steve and Julie bring tons of experience, expertise, wisdom and common sense to community engagement – come and learn, share and get inspired  as we think together of new ways of being community.",https://www.greenbelt.org.uk/artists/julie-siddiqi/?back=1
Junior Smart,Pagoda,Criminal (In)Justice 101,Friday,12:30,"The criminalisation of activities and people impacts every part of society – with poverty, exclusion, healthcare, education, and every form of ‘othering’ linking directly to the criminal justice system. Hosted by Dr Shona Minson, a BBC New Generation Thinker, Oxford activist academic, criminologist and former lawyer, this panel explores some of the most unjust things happening in the name of justice in the UK.",https://www.greenbelt.org.uk/artists/junior-smart/?back=1
Judi Rose,Table,Friday Night Dinner,Friday,16:30,"Join celebrated chef and author Judi Rose for a delicious foray into the world of Jewish food. As Judi whips up a mouth-watering Strudel of Summer Fruits, she'll share the stories and symbols behind the rich food tradition at the heart of Jewish life, faith and culture. And, for those who'd like to learn more, her demo will be followed by an informal conversation and strudel tasting.",https://www.greenbelt.org.uk/artists/judi-rose/?back=1
Jude Simpson,Canopy,A Noise Annoys,Friday,11:15,"A poetry show for all the senses, Jude's show features rhymes, noises, songs, surprises and lots of audience interaction.  Bursting with joyful humour and witty wordplay, Jude takes the audience on a mind-bending journey through the sounds of languge and the language of sounds.",https://www.greenbelt.org.uk/artists/jude-simpson/?back=1
Jude Simpson,Out & About,Caravan of Love: Poetry Pop-up,Friday,17:45,"This year, the Caravan of Love hosts lunch- and tea-time poetry pop-ups each day with great poets on festival bill. Keep your eyes on their chalkboard for fuller details about which poets will be appearing.",https://www.greenbelt.org.uk/artists/jude-simpson/?back=1
Josie Field,Fringe,Josie Field,Friday,16:00,"I am a blues inspired singer songwriter based in south Birmingham. I was born in South Africa but moved to the UK 4 years ago and live on a narrowboat. I performed at Upton Blue Festival in 2022 and 2023 on the acoustic stage and would love the opportunity to perform at your event next year.   I currently perform solo with an acoustic guitar, my sound is an acoustic blue infused soul experience, in 2020 I was selected for a BBC Introducing Artist of the week title. I have just released a new track called Blue Planet which is the title track of my brand new blues inspired album.",https://www.greenbelt.org.uk/artists/josie-field/?back=1
Joshua Virasami,Rebel Rouser,A World Without Racism,Saturday,14:15,"What is antiracist activism? And how do we organise for working class power around antiracist principles? Long-time activist Joshua Virasami discusses his new edited collection A World Without Racism which gathers the voices of some of our most inspirational organisers, thinkers and collectives such as Sisters Uncut, No More Exclusions, Tipping Point UK and Greater Manchester Tenants Union.",https://www.greenbelt.org.uk/artists/joshua-virasami/?back=1
Josh Grantham,Hot House,Tread Lightly: Advice Hub,Friday,11:00,"Bring your questions to our green transport experts, who will share ways you can make changes in your own life and create change in your community. From school streets to flight-free holiday ideas, come and be inspired!  With Anna Williams, Sarah Rowe, Josh Grantham, Anna Hughes",https://www.greenbelt.org.uk/artists/josh-grantham-2/?back=1
Josh Grantham,Hot House,Tread Lightly: Campaign!,Saturday,11:00,"Better transport choice and nicer places: everyone can play their part in helping to shape the sustainable streets of the future and allowing nature and people to thrive. Our panel of experts will show you how.  With Wesley Wroe, Sarah Rowe, Josh Grantham, Dave Walker",https://www.greenbelt.org.uk/artists/josh-grantham-2/?back=1
Jonathan Herbert,Wild Goose,Could You Slide the Marmalade Down This Way?,Saturday,15:30,"Ever lived in community? Or talked to yourself about it? Utopian pipe dream or rule of a good life? Folk from the Iona Community, Hilfield Friary and Corrymeela Community share their experiences of a very ‘common life’. (Is there any tea left in the pot?)",https://www.greenbelt.org.uk/artists/jonathan-herbert-2/?back=1
Jonny Baker,Shelter,Whatever Happened to Alternative Worship?,Friday,15:30,"30 years ago it seemed the renewal of the church was going to come from a growing movement of small groups experimenting with creativity in worship, incorporating technology, art and contemporary music. Greenbelt played an important role in the nurturing of this movement. So what happened?  With Martin Poole (Beyond Church), Jonny Baker (GRACE), Jorella Andrews (VAUX) Sue Wallace (Visions) and Doug Gay (The Late Late Service).",https://www.greenbelt.org.uk/artists/jonny-baker/?back=1
Jorella Andrews,Shelter,Whatever Happened to Alternative Worship?,Friday,15:30,"30 years ago it seemed the renewal of the church was going to come from a growing movement of small groups experimenting with creativity in worship, incorporating technology, art and contemporary music. Greenbelt played an important role in the nurturing of this movement. So what happened?  With Martin Poole (Beyond Church), Jonny Baker (GRACE), Jorella Andrews (VAUX) Sue Wallace (Visions) and Doug Gay (The Late Late Service).",https://www.greenbelt.org.uk/artists/jorella-andrews/?back=1
Jon Long,Hot House,Do Less,Friday,20:00,"People are concerned about the health of the planet, but should they be? Radio 4’s Jon Long (comedian & expert in environmental education) has some big, green answers to some of the biggest, greenest questions",https://www.greenbelt.org.uk/artists/jon-long/?back=1
